PID,Label
31020,Normal
31027,Normal
31021,Normal
31024,Normal
31475,Normal
31477,Normal
31474,Normal
31476,Normal
31473,Normal
31467,Normal
31470,Normal
31465,Normal
31472,Normal
31468,Normal
31463,Normal
31471,Normal
31469,Normal
31462,Normal
31464,Normal
31466,Normal
31461,Normal
31460,Normal
32328,Normal
32329,Normal
32324,Normal
32326,Normal
32323,Normal
32327,Normal
32325,Normal
32331,Normal
32330,Normal
32333,Normal
32332,Normal
32334,Normal
32335,Normal
945,Normal
1546,Normal
7031,Normal
8269,Normal
8660,Normal
8664,Normal
8663,Normal
8662,Normal
8661,Normal
10735,Normal
11106,Normal
11513,Normal
11517,Normal
11521,Normal
11510,Normal
11519,Normal
11514,Normal
11512,Normal
11509,Normal
11515,Normal
12665,Normal
12666,Normal
12669,Normal
12671,Normal
12673,Normal
12675,Normal
12677,Normal
12679,Normal
12681,Normal
12680,Normal
12756,Normal
12753,Normal
12752,Normal
12755,Normal
12754,Normal
13262,Normal
13257,Normal
13261,Normal
13250,Normal
13252,Normal
13260,Normal
13259,Normal
13256,Normal
13258,Normal
13255,Normal
13254,Normal
13264,Normal
13251,Normal
13263,Normal
13245,Normal
13246,Normal
13244,Normal
13243,Normal
13249,Normal
13253,Normal
13247,Normal
13248,Normal
13265,Normal
13665,Normal
14891,Normal
15481,Normal
15477,Normal
15479,Normal
15478,Normal
15480,Normal
15476,Normal
15488,Normal
15490,Normal
15491,Normal
15492,Normal
15547,Normal
15543,Normal
15546,Normal
15542,Normal
15544,Normal
15545,Normal
15548,Normal
15549,Normal
15550,Normal
15551,Normal
15552,Normal
15553,Normal
15554,Normal
15555,Normal
15556,Normal
15557,Normal
15558,Normal
15559,Normal
15560,Normal
15561,Normal
15562,Normal
15563,Normal
15564,Normal
15692,Normal
15694,Normal
15696,Normal
15698,Normal
15700,Normal
15702,Normal
15704,Normal
15706,Normal
15708,Normal
15710,Normal
15712,Normal
15714,Normal
15716,Normal
15917,Normal
15922,Normal
15918,Normal
15919,Normal
15923,Normal
15920,Normal
15921,Normal
17407,Normal
17778,Normal
18559,Normal
18557,Normal
18550,Normal
18547,Normal
18549,Normal
18545,Normal
18548,Normal
18546,Normal
19088,Normal
19094,Normal
19087,Normal
19093,Normal
19091,Normal
19099,Normal
19101,Normal
19103,Normal
19097,Normal
19202,Normal
19203,Normal
19209,Normal
19208,Normal
19222,Normal
19272,Anomaly
19287,Anomaly
19286,Anomaly
19271,Anomaly
19270,Anomaly
19269,Anomaly
19268,Anomaly
19288,Anomaly
19274,Anomaly
19266,Anomaly
19267,Anomaly
19278,Anomaly
19273,Anomaly
19276,Anomaly
19275,Anomaly
19277,Anomaly
19279,Anomaly
19280,Anomaly
19281,Anomaly
19282,Anomaly
19283,Anomaly
19285,Anomaly
19284,Anomaly
19432,Normal
19431,Normal
19433,Normal
19434,Normal
19435,Normal
19436,Normal
19438,Normal
19437,Normal
19439,Normal
19440,Normal
19630,Normal
19628,Normal
19640,Normal
19642,Normal
19632,Normal
19643,Normal
19631,Normal
19636,Normal
19645,Normal
19637,Normal
20298,Normal
21530,Normal
21689,Normal
21691,Normal
21692,Normal
21693,Normal
21952,Normal
21951,Normal
21957,Normal
21953,Normal
21954,Normal
21955,Normal
21950,Normal
21956,Normal
21958,Normal
21945,Normal
21959,Normal
21940,Normal
21941,Normal
21946,Normal
21937,Normal
21943,Normal
21944,Normal
21948,Normal
21947,Normal
21942,Normal
21938,Normal
21949,Normal
21939,Normal
22099,Normal
22104,Normal
22106,Normal
22112,Normal
22272,Normal
22269,Normal
22277,Normal
22271,Normal
22273,Normal
22270,Normal
22268,Normal
22274,Normal
22276,Normal
22275,Normal
23533,Normal
23534,Normal
23535,Normal
23536,Normal
23544,Normal
23545,Normal
23546,Normal
23547,Normal
24117,Normal
24511,Normal
24588,Normal
24587,Normal
24590,Normal
24573,Normal
24574,Normal
24576,Normal
24578,Normal
24579,Normal
24581,Normal
24583,Normal
26964,Normal
28416,Normal
32069,Normal
32067,Normal
32070,Normal
32053,Normal
32066,Normal
32068,Normal
32065,Normal
32062,Normal
32063,Normal
32059,Normal
32060,Normal
32071,Normal
32051,Normal
32057,Normal
32050,Normal
32056,Normal
32058,Normal
32052,Normal
32061,Normal
32055,Normal
32064,Normal
32054,Normal
32049,Normal
768,Normal
772,Normal
769,Normal
767,Normal
765,Normal
766,Normal
770,Normal
764,Normal
757,Normal
763,Normal
758,Normal
761,Normal
762,Normal
759,Normal
756,Normal
773,Normal
760,Normal
774,Normal
775,Normal
771,Normal
776,Normal
777,Normal
778,Normal
1583,Normal
1965,Normal
2543,Normal
2544,Normal
2547,Normal
2839,Normal
2838,Normal
2841,Normal
2840,Normal
2831,Normal
2829,Normal
2835,Normal
2828,Normal
2832,Normal
2830,Normal
2837,Normal
2833,Normal
2834,Normal
2836,Normal
2824,Normal
2822,Normal
2821,Normal
2827,Normal
2823,Normal
2825,Normal
2842,Normal
2826,Normal
2843,Normal
3378,Normal
3380,Normal
3382,Normal
3384,Normal
3386,Normal
3388,Normal
3390,Normal
3391,Normal
3394,Normal
3396,Normal
3399,Normal
3398,Normal
3402,Normal
4474,Normal
5699,Normal
6552,Normal
6554,Normal
6556,Normal
6558,Normal
6560,Normal
6590,Normal
6582,Normal
6580,Normal
6589,Normal
6586,Normal
6591,Normal
6587,Normal
6583,Normal
6588,Normal
6581,Normal
6585,Normal
6592,Normal
6584,Normal
6593,Normal
6595,Normal
6594,Normal
6596,Normal
6597,Normal
6598,Normal
6600,Normal
6601,Normal
6602,Normal
6599,Normal
7694,Normal
7702,Normal
7697,Normal
7696,Normal
7704,Normal
8195,Normal
8565,Normal
9772,Normal
9773,Normal
9777,Normal
9774,Normal
9775,Normal
9769,Normal
9776,Normal
9771,Normal
9770,Normal
9765,Normal
9764,Normal
9757,Normal
9766,Normal
9758,Normal
9759,Normal
9760,Normal
9761,Normal
9762,Normal
9767,Normal
9763,Normal
9768,Normal
9778,Normal
9779,Normal
10961,Normal
12193,Normal
12518,Normal
12519,Normal
12520,Normal
12524,Normal
12525,Normal
12527,Normal
2094,Normal
2421,Normal
12777,Normal
12778,Normal
12786,Normal
12790,Normal
12795,Normal
12798,Normal
13317,Normal
13321,Normal
13318,Normal
13323,Normal
13521,Normal
13513,Normal
13511,Normal
13512,Normal
13516,Normal
13515,Normal
13518,Normal
13522,Normal
13517,Normal
13520,Normal
13519,Normal
13514,Normal
14105,Normal
14106,Normal
14103,Normal
14107,Normal
14104,Normal
14108,Normal
14109,Normal
14110,Normal
14111,Normal
14112,Normal
14113,Normal
14114,Normal
14115,Normal
14116,Normal
14118,Normal
14119,Normal
14117,Normal
14120,Normal
14121,Normal
14943,Normal
19593,Normal
20963,Normal
20969,Normal
20968,Normal
20964,Normal
21991,Normal
22368,Normal
23028,Normal
23027,Normal
23026,Normal
23032,Normal
23030,Normal
23031,Normal
23035,Normal
23038,Normal
23037,Normal
23029,Normal
23036,Normal
23046,Normal
23048,Normal
23045,Normal
23043,Normal
23040,Normal
23044,Normal
23039,Normal
23041,Normal
23047,Normal
23033,Normal
23042,Normal
23034,Normal
23140,Normal
23143,Normal
23142,Normal
23141,Normal
23144,Normal
23145,Normal
23146,Normal
23148,Normal
23149,Normal
23150,Normal
23147,Normal
23151,Normal
23152,Normal
23153,Normal
23155,Normal
23154,Normal
23156,Normal
23157,Normal
23204,Normal
23216,Normal
23215,Normal
23205,Normal
23217,Normal
23206,Normal
23207,Normal
23208,Normal
23209,Normal
23219,Normal
23210,Normal
23218,Normal
23213,Normal
23212,Normal
23211,Normal
23220,Normal
23214,Normal
23221,Normal
23222,Normal
23223,Normal
23224,Normal
23225,Normal
23226,Normal
23780,Normal
23781,Normal
23784,Normal
23786,Normal
23788,Normal
23790,Normal
23792,Normal
23794,Normal
23796,Normal
23798,Normal
24085,Normal
24088,Normal
24087,Normal
24089,Normal
24090,Normal
24091,Normal
24081,Normal
24071,Normal
24077,Normal
24086,Normal
24069,Normal
24074,Normal
24079,Normal
24072,Normal
24076,Normal
24075,Normal
24078,Normal
24080,Normal
24084,Normal
24070,Normal
24083,Normal
24082,Normal
24073,Normal
24513,Normal
24512,Normal
24519,Normal
24514,Normal
24515,Normal
24516,Normal
24517,Normal
24521,Normal
24520,Normal
24522,Normal
24518,Normal
24523,Normal
24524,Normal
24525,Normal
24526,Normal
24527,Normal
24528,Normal
24529,Normal
24530,Normal
24531,Normal
24532,Normal
24533,Normal
24534,Normal
24898,Normal
26353,Normal
29726,Normal
29725,Normal
29719,Normal
29723,Normal
29720,Normal
29717,Normal
29718,Normal
29724,Normal
29722,Normal
29727,Normal
29721,Normal
29728,Normal
29730,Normal
29731,Normal
29732,Normal
29729,Normal
29733,Normal
29734,Normal
29737,Normal
29738,Normal
29739,Normal
29735,Normal
29736,Normal
30278,Normal
30276,Normal
30277,Normal
30292,Normal
30293,Normal
30279,Normal
30280,Normal
30295,Normal
30281,Normal
30282,Normal
30288,Normal
30284,Normal
30290,Normal
30294,Normal
30296,Normal
30283,Normal
30285,Normal
30289,Normal
30286,Normal
30297,Normal
30287,Normal
30298,Normal
30291,Normal
30530,Normal
30532,Normal
30534,Normal
30535,Normal
30536,Normal
30540,Normal
30542,Normal
30544,Normal
30546,Normal
30548,Normal
30550,Normal
30552,Normal
30554,Normal
30555,Normal
30558,Normal
30560,Normal
30562,Normal
30564,Normal
30566,Normal
30568,Normal
30570,Normal
30572,Normal
30574,Normal
30575,Normal
30580,Normal
30578,Normal
30582,Normal
30584,Normal
30585,Normal
30588,Normal
30590,Normal
30592,Normal
30595,Normal
30594,Normal
30598,Normal
30599,Normal
30602,Normal
30604,Normal
30605,Normal
30607,Normal
30610,Normal
30612,Normal
30614,Normal
30615,Normal
30618,Normal
30620,Normal
30622,Normal
30624,Normal
30625,Normal
30628,Normal
30630,Normal
30632,Normal
30634,Normal
30635,Normal
30638,Normal
30640,Normal
30642,Normal
30644,Normal
30645,Normal
30647,Normal
30650,Normal
30652,Normal
30654,Normal
30655,Normal
30658,Normal
30660,Normal
30662,Normal
30665,Normal
30664,Normal
30666,Normal
30670,Normal
30672,Normal
30675,Normal
30674,Normal
30678,Normal
30680,Normal
30682,Normal
30684,Normal
30685,Normal
30686,Normal
30725,Normal
30729,Normal
30731,Normal
30732,Normal
30734,Normal
30739,Normal
30737,Normal
30740,Normal
30743,Normal
30726,Normal
31851,Normal
31848,Normal
31850,Normal
31861,Normal
31854,Normal
31853,Normal
31862,Normal
31855,Normal
31852,Normal
31860,Normal
32237,Normal
32608,Normal
2803,Normal
1325,Normal
1329,Normal
1327,Normal
1331,Normal
1333,Normal
1335,Normal
1337,Normal
1338,Normal
1341,Normal
1343,Normal
2605,Normal
3833,Normal
4048,Normal
4053,Normal
4052,Normal
4054,Normal
4050,Normal
4061,Normal
4064,Normal
4058,Normal
4059,Normal
4065,Normal
6486,Normal
6863,Normal
8113,Normal
8114,Normal
8117,Normal
9355,Normal
10583,Normal
11706,Normal
11708,Normal
11710,Normal
11719,Normal
11721,Normal
11723,Normal
11725,Normal
11741,Normal
12632,Normal
12628,Normal
12631,Normal
12627,Normal
12629,Normal
12630,Normal
12643,Normal
12645,Normal
12639,Normal
12640,Normal
13238,Normal
13611,Normal
15339,Normal
15337,Normal
15334,Normal
15335,Normal
15338,Normal
15336,Normal
15341,Normal
15340,Normal
15327,Normal
15333,Normal
15323,Normal
15330,Normal
15322,Normal
15324,Normal
15329,Normal
15332,Normal
15328,Normal
15321,Normal
15326,Normal
15325,Normal
15331,Normal
15342,Normal
16058,Normal
17286,Normal
17669,Normal
17670,Normal
17667,Normal
17673,Normal
17668,Normal
17671,Normal
17681,Normal
17680,Normal
17672,Normal
17687,Normal
17678,Normal
17675,Normal
17688,Normal
17677,Normal
17682,Normal
17683,Normal
17684,Normal
17685,Normal
17686,Normal
17676,Normal
17674,Normal
17689,Normal
17679,Normal
19675,Normal
19674,Normal
19686,Normal
20282,Normal
23574,Normal
23575,Normal
23573,Normal
23572,Normal
23578,Normal
23577,Normal
23571,Normal
23576,Normal
23564,Normal
23560,Normal
23570,Normal
23568,Normal
23565,Normal
23566,Normal
23562,Normal
23567,Normal
23563,Normal
23561,Normal
23569,Normal
23579,Normal
23580,Normal
23581,Normal
23582,Normal
23583,Normal
23584,Normal
23586,Normal
23585,Normal
23587,Normal
23588,Normal
23589,Normal
23777,Normal
23779,Normal
23778,Normal
23782,Normal
23783,Normal
23785,Normal
23787,Normal
23793,Normal
23789,Normal
23791,Normal
23795,Normal
23797,Normal
23799,Normal
23931,Normal
23933,Normal
23932,Normal
23934,Normal
23935,Normal
23937,Normal
23938,Normal
23936,Normal
23939,Normal
24031,Normal
24033,Normal
24030,Normal
24192,Normal
24193,Normal
24194,Normal
24195,Normal
24196,Normal
24197,Normal
24198,Normal
24199,Normal
24200,Normal
24201,Normal
24202,Normal
24203,Normal
24204,Normal
24205,Normal
24206,Normal
24207,Normal
24208,Normal
24209,Normal
24210,Normal
24211,Normal
24212,Normal
24213,Normal
24214,Normal
24356,Normal
24357,Normal
24358,Normal
24359,Normal
24360,Normal
24361,Normal
24362,Normal
24363,Normal
24364,Normal
24365,Normal
24366,Normal
24367,Normal
24368,Normal
24369,Normal
24370,Normal
24371,Normal
24372,Normal
24373,Normal
24374,Normal
24375,Normal
24376,Normal
24377,Normal
24378,Normal
24465,Normal
24466,Normal
24467,Normal
24468,Normal
24469,Normal
24470,Normal
24471,Normal
24473,Normal
24474,Normal
24475,Normal
24472,Normal
24477,Normal
24478,Normal
24476,Normal
24480,Normal
24479,Normal
24481,Normal
24482,Normal
24483,Normal
24484,Normal
24485,Normal
24486,Normal
24487,Normal
25038,Normal
25028,Normal
25029,Normal
25035,Normal
25030,Normal
25039,Normal
25040,Normal
25031,Normal
25041,Normal
25032,Normal
25042,Normal
25033,Normal
25043,Normal
25034,Normal
25036,Normal
25037,Normal
25044,Normal
25045,Normal
25046,Normal
25047,Normal
25048,Normal
25049,Normal
25050,Normal
25217,Normal
25218,Normal
25219,Normal
25220,Normal
25221,Normal
25222,Normal
25223,Normal
25225,Normal
25224,Normal
25226,Normal
25227,Normal
25228,Normal
25229,Normal
25230,Normal
25231,Normal
25232,Normal
25233,Normal
25234,Normal
25235,Normal
25236,Normal
25237,Normal
25238,Normal
25239,Normal
25628,Normal
25629,Normal
25630,Normal
25631,Normal
25632,Normal
25633,Normal
25634,Normal
25635,Normal
25638,Normal
25636,Normal
25637,Normal
25639,Normal
25640,Normal
25641,Normal
25643,Normal
25644,Normal
25645,Normal
25642,Normal
25646,Normal
25648,Normal
25647,Normal
26046,Normal
27272,Normal
28975,Normal
28977,Normal
28980,Normal
28978,Normal
28983,Normal
28986,Normal
28985,Normal
28987,Normal
28988,Normal
28991,Normal
29758,Normal
30128,Normal
30500,Normal
30510,Normal
30499,Normal
30503,Normal
30505,Normal
30501,Normal
30504,Normal
30498,Normal
30511,Normal
30508,Normal
363,Normal
1595,Normal
3307,Normal
3306,Normal
3308,Normal
3313,Normal
3312,Normal
3489,Normal
3493,Normal
3488,Normal
3487,Normal
4170,Normal
4540,Normal
5033,Normal
5032,Normal
5030,Normal
5029,Normal
5018,Normal
5017,Normal
5016,Normal
5019,Normal
5022,Normal
5023,Normal
5024,Normal
5025,Normal
5028,Normal
5031,Normal
5020,Normal
5021,Normal
5027,Normal
5026,Normal
5035,Normal
5037,Normal
5034,Normal
5036,Normal
5038,Normal
5587,Normal
5586,Normal
7106,Normal
11756,Normal
12294,Normal
12290,Normal
12296,Normal
12297,Normal
12291,Normal
12293,Normal
12295,Normal
12292,Normal
12282,Normal
12288,Normal
12284,Normal
12279,Normal
12285,Normal
12286,Normal
12278,Normal
12277,Normal
12280,Normal
12289,Normal
12281,Normal
12283,Normal
12287,Normal
12298,Normal
12299,Normal
13152,Normal
13150,Normal
13147,Normal
13149,Normal
13148,Normal
13151,Normal
13153,Normal
13141,Normal
13146,Normal
13140,Normal
13142,Normal
13143,Normal
13145,Normal
13144,Normal
13154,Normal
13155,Normal
13156,Normal
13157,Normal
13158,Normal
13159,Normal
13160,Normal
13161,Normal
13162,Normal
14314,Normal
14692,Normal
15385,Normal
16159,Normal
16158,Normal
16156,Normal
16157,Normal
16162,Normal
16155,Normal
16160,Normal
16154,Normal
16161,Normal
16153,Normal
16773,Normal
16789,Normal
16783,Normal
16792,Normal
16784,Normal
16781,Normal
16786,Normal
16788,Normal
16785,Normal
16790,Normal
16780,Normal
16779,Normal
16782,Normal
16787,Normal
16774,Normal
16772,Normal
16775,Normal
16778,Normal
16776,Normal
16777,Normal
16791,Normal
16793,Normal
16794,Normal
17283,Normal
21805,Normal
22185,Normal
22184,Normal
22188,Normal
22189,Normal
22191,Normal
22655,Normal
22652,Normal
22658,Normal
22653,Normal
22657,Normal
22659,Normal
22656,Normal
22651,Normal
22654,Normal
22660,Normal
22661,Normal
22662,Normal
22663,Normal
22665,Normal
22666,Normal
22667,Normal
22664,Normal
22668,Normal
22669,Normal
24312,Normal
24683,Normal
24970,Normal
24971,Normal
24972,Normal
24977,Normal
24976,Normal
24974,Normal
24973,Normal
24975,Normal
24978,Normal
24962,Normal
24967,Normal
24966,Normal
24968,Normal
24965,Normal
24964,Normal
24958,Normal
24956,Normal
24957,Normal
24959,Normal
24969,Normal
24960,Normal
24963,Normal
24961,Normal
2306,Normal
26463,Normal
26466,Normal
26482,Normal
26484,Normal
26479,Normal
26478,Normal
26477,Normal
26476,Normal
26475,Normal
26474,Normal
26473,Normal
26467,Normal
26471,Normal
26472,Normal
26468,Normal
26470,Normal
26469,Normal
26464,Normal
26465,Normal
26480,Normal
26481,Normal
26483,Normal
26485,Normal
27285,Normal
28514,Normal
28699,Normal
28703,Normal
28700,Normal
28701,Normal
28702,Normal
28696,Normal
28694,Normal
28695,Normal
28697,Normal
28698,Normal
28693,Normal
28689,Normal
28690,Normal
28691,Normal
28686,Normal
28687,Normal
28688,Normal
28692,Normal
28705,Normal
28704,Normal
28706,Normal
28707,Normal
28708,Normal
28842,Normal
28844,Normal
28846,Normal
28848,Normal
28850,Normal
28852,Normal
28854,Normal
28856,Normal
28858,Normal
28860,Normal
28862,Normal
28864,Normal
28866,Normal
28868,Normal
28870,Normal
28872,Normal
28874,Normal
28876,Normal
28878,Normal
28880,Normal
28882,Normal
28884,Normal
28886,Normal
30999,Normal
31373,Normal
31985,Normal
1618,Normal
1690,Normal
1696,Normal
