LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate,Label
21,Jun,9,06:06:20,info,kernel,Unknown,You can enable it with acpi=force,E_UNKNOWN,Unknown Template,Normal
22,Jun,9,06:06:20,info,kernel,Unknown,Built 1 zonelists,E_UNKNOWN,Unknown Template,Normal
23,Jun,9,06:06:20,info,irqbalance,Unknown,irqbalance startup succeeded,E_UNKNOWN,Unknown Template,Normal
24,Jun,9,06:06:20,info,kernel,Unknown,Kernel command line: ro root=LABEL=/ rhgb quiet,E_UNKNOWN,Unknown Template,Normal
25,Jun,9,06:06:20,info,kernel,Unknown,mapped 4G/4G trampoline to ffff3000.,E_UNKNOWN,Unknown Template,Normal
26,Jun,9,06:06:20,info,kernel,Unknown,Initializing CPU#0,E_UNKNOWN,Unknown Template,Normal
27,Jun,9,06:06:20,info,portmap,Unknown,portmap startup succeeded,E_UNKNOWN,Unknown Template,Normal
28,Jun,9,06:06:20,info,kernel,Unknown,"CPU 0 irqstacks, hard=02345000 soft=02344000",E_UNKNOWN,Unknown Template,Normal
29,Jun,9,06:06:20,info,kernel,Unknown,PID hash table entries: 512 (order 9: 4096 bytes),E_UNKNOWN,Unknown Template,Normal
30,Jun,9,06:06:20,info,kernel,Unknown,Detected 731.214 MHz processor.,E_UNKNOWN,Unknown Template,Normal
31,Jun,9,06:06:20,info,kernel,Unknown,Using tsc for high-res timesource,E_UNKNOWN,Unknown Template,Normal
32,Jun,9,06:06:20,info,kernel,Unknown,Console: colour VGA+ 80x25,E_UNKNOWN,Unknown Template,Normal
33,Jun,9,06:06:20,info,kernel,Unknown,"Memory: 125312k/129720k available (1540k kernel code, 3860k reserved, 599k data, 144k init, 0k highmem)",E_UNKNOWN,Unknown Template,Normal
34,Jun,9,06:06:20,info,kernel,Unknown,Calibrating delay loop... 1441.79 BogoMIPS,E_UNKNOWN,Unknown Template,Normal
35,Jun,9,06:06:20,info,kernel,Unknown,Security Scaffold v1.0.0 initialized,E_UNKNOWN,Unknown Template,Normal
36,Jun,9,06:06:20,info,kernel,Unknown,SELinux:  Initializing.,E_UNKNOWN,Unknown Template,Normal
37,Jun,9,06:06:20,info,kernel,Unknown,SELinux:  Starting in permissive mode,E_UNKNOWN,Unknown Template,Normal
38,Jun,9,06:06:20,info,kernel,Unknown,"There is already a security framework initialized, register_security failed.",E_UNKNOWN,Unknown Template,Anomaly
39,Jun,9,06:06:20,info,kernel,Unknown,Failure registering capabilities with the kernel,E_UNKNOWN,Unknown Template,Normal
40,Jun,9,06:06:20,info,kernel,Unknown,selinux_register_security:  Registering secondary module capability,E_UNKNOWN,Unknown Template,Normal
41,Jun,9,06:06:20,info,kernel,Unknown,Capability LSM initialized,E_UNKNOWN,Unknown Template,Normal
42,Jun,9,06:06:20,info,kernel,Unknown,"Dentry cache hash table entries: 16384 (order: 4, 65536 bytes)",E_UNKNOWN,Unknown Template,Normal
43,Jun,9,06:06:20,info,kernel,Unknown,"Inode-cache hash table entries: 8192 (order: 3, 32768 bytes)",E_UNKNOWN,Unknown Template,Normal
44,Jun,9,06:06:20,info,kernel,Unknown,"Mount-cache hash table entries: 512 (order: 0, 4096 bytes)",E_UNKNOWN,Unknown Template,Normal
45,Jun,9,06:06:20,info,rpc.statd[1605],Unknown,Version 1.0.6 Starting,E_UNKNOWN,Unknown Template,Normal
46,Jun,9,06:06:20,info,nfslock,Unknown,rpc.statd startup succeeded,E_UNKNOWN,Unknown Template,Normal
47,Jun,9,06:06:20,info,kernel,Unknown,"CPU: L1 I cache: 16K, L1 D cache: 16K",E_UNKNOWN,Unknown Template,Normal
48,Jun,9,06:06:21,info,kernel,Unknown,CPU: L2 cache: 256K,E_UNKNOWN,Unknown Template,Normal
49,Jun,9,06:06:21,info,kernel,Unknown,Intel machine check architecture supported.,E_UNKNOWN,Unknown Template,Normal
50,Jun,9,06:06:21,info,kernel,Unknown,Intel machine check reporting enabled on CPU#0.,E_UNKNOWN,Unknown Template,Normal
51,Jun,9,06:06:21,info,kernel,Unknown,CPU: Intel Pentium III (Coppermine) stepping 06,E_UNKNOWN,Unknown Template,Normal
52,Jun,9,06:06:21,info,kernel,Unknown,Enabling fast FPU save and restore... done.,E_UNKNOWN,Unknown Template,Normal
53,Jun,9,06:06:21,info,kernel,Unknown,Enabling unmasked SIMD FPU exception support... done.,E_UNKNOWN,Unknown Template,Normal
54,Jun,9,06:06:21,info,kernel,Unknown,Checking 'hlt' instruction... OK.,E_UNKNOWN,Unknown Template,Normal
55,Jun,9,06:06:21,info,kernel,Unknown,POSIX conformance testing by UNIFIX,E_UNKNOWN,Unknown Template,Normal
56,Jun,9,06:06:21,info,kernel,Unknown,NET: Registered protocol family 16,E_UNKNOWN,Unknown Template,Normal
57,Jun,9,06:06:21,info,kernel,Unknown,"PCI: PCI BIOS revision 2.10 entry at 0xfc0ce, last bus=1",E_UNKNOWN,Unknown Template,Normal
58,Jun,9,06:06:21,info,kernel,Unknown,PCI: Using configuration type 1,E_UNKNOWN,Unknown Template,Normal
59,Jun,9,06:06:21,info,kernel,Unknown,mtrr: v2.0 (20020519),E_UNKNOWN,Unknown Template,Normal
60,Jun,9,06:06:21,info,kernel,Unknown,ACPI: Subsystem revision 20040326,E_UNKNOWN,Unknown Template,Normal
61,Jun,9,06:06:21,info,kernel,Unknown,ACPI: Interpreter disabled.,E_UNKNOWN,Unknown Template,Normal
62,Jun,9,06:06:21,info,kernel,Unknown,Linux Plug and Play Support v0.97 (c) Adam Belay,E_UNKNOWN,Unknown Template,Normal
63,Jun,9,06:06:21,info,kernel,Unknown,usbcore: registered new driver usbfs,E_UNKNOWN,Unknown Template,Normal
64,Jun,9,06:06:21,info,kernel,Unknown,usbcore: registered new driver hub,E_UNKNOWN,Unknown Template,Normal
65,Jun,9,06:06:21,info,rpcidmapd,Unknown,rpc.idmapd startup succeeded,E_UNKNOWN,Unknown Template,Normal
66,Jun,9,06:06:21,info,kernel,Unknown,ACPI: ACPI tables contain no PCI IRQ routing entries,E_UNKNOWN,Unknown Template,Normal
67,Jun,9,06:06:21,info,kernel,Unknown,PCI: Invalid ACPI-PCI IRQ routing table,E_UNKNOWN,Unknown Template,Normal
68,Jun,9,06:06:21,info,random,Unknown,Initializing random number generator:  succeeded,E_UNKNOWN,Unknown Template,Normal
69,Jun,9,06:06:21,info,kernel,Unknown,PCI: Probing PCI hardware,E_UNKNOWN,Unknown Template,Normal
70,Jun,9,06:06:21,info,kernel,Unknown,PCI: Probing PCI hardware (bus 00),E_UNKNOWN,Unknown Template,Normal
71,Jun,9,06:06:21,info,kernel,Unknown,Transparent bridge - 0000:00:1e.0,E_UNKNOWN,Unknown Template,Normal
72,Jun,9,06:06:21,info,kernel,Unknown,PCI: Using IRQ router PIIX/ICH [8086/2410] at 0000:00:1f.0,E_UNKNOWN,Unknown Template,Normal
73,Jun,9,06:06:21,info,kernel,Unknown,apm: BIOS version 1.2 Flags 0x03 (Driver version 1.16ac),E_UNKNOWN,Unknown Template,Normal
74,Jun,9,06:06:21,info,kernel,Unknown,audit: initializing netlink socket (disabled),E_UNKNOWN,Unknown Template,Normal
75,Jun,9,06:06:21,info,kernel,Unknown,audit(1118297138.4294965368:0): initialized,E_UNKNOWN,Unknown Template,Normal
76,Jun,9,06:06:21,info,kernel,Unknown,"Total HugeTLB memory allocated, 0",E_UNKNOWN,Unknown Template,Normal
77,Jun,9,06:06:21,info,rc,Unknown,Starting pcmcia:  succeeded,E_UNKNOWN,Unknown Template,Normal
78,Jun,9,06:06:21,info,kernel,Unknown,VFS: Disk quotas dquot_6.5.1,E_UNKNOWN,Unknown Template,Normal
79,Jun,9,06:06:21,info,kernel,Unknown,"Dquot-cache hash table entries: 1024 (order 0, 4096 bytes)",E_UNKNOWN,Unknown Template,Normal
80,Jun,9,06:06:21,info,kernel,Unknown,SELinux:  Registering netfilter hooks,E_UNKNOWN,Unknown Template,Normal
81,Jun,9,06:06:21,info,kernel,Unknown,Initializing Cryptographic API,E_UNKNOWN,Unknown Template,Normal
82,Jun,9,06:06:21,info,kernel,Unknown,pci_hotplug: PCI Hot Plug PCI Core version: 0.5,E_UNKNOWN,Unknown Template,Normal
83,Jun,9,06:06:21,info,kernel,Unknown,isapnp: Scanning for PnP cards...,E_UNKNOWN,Unknown Template,Normal
84,Jun,9,06:06:21,info,kernel,Unknown,isapnp: No Plug & Play device found,E_UNKNOWN,Unknown Template,Normal
85,Jun,9,06:06:21,info,kernel,Unknown,Real Time Clock Driver v1.12,E_UNKNOWN,Unknown Template,Normal
86,Jun,9,06:06:21,info,kernel,Unknown,Linux agpgart interface v0.100 (c) Dave Jones,E_UNKNOWN,Unknown Template,Normal
87,Jun,9,06:06:21,info,kernel,Unknown,agpgart: Detected an Intel i810 E Chipset.,E_UNKNOWN,Unknown Template,Normal
88,Jun,9,06:06:21,info,kernel,Unknown,agpgart: Maximum main memory to use for agp memory: 93M,E_UNKNOWN,Unknown Template,Normal
89,Jun,9,06:06:22,info,bluetooth,Unknown,hcid startup succeeded,E_UNKNOWN,Unknown Template,Normal
90,Jun,9,06:06:22,info,kernel,Unknown,agpgart: detected 4MB dedicated video ram.,E_UNKNOWN,Unknown Template,Normal
91,Jun,9,06:06:22,info,hcid[1677],Unknown,HCI daemon ver 2.4 started,E_UNKNOWN,Unknown Template,Normal
92,Jun,9,06:06:17,info,network,Unknown,Setting network parameters:  succeeded ,E_UNKNOWN,Unknown Template,Normal
93,Jun,9,06:06:22,info,bluetooth,Unknown,sdpd startup succeeded,E_UNKNOWN,Unknown Template,Normal
94,Jun,9,06:06:22,info,kernel,Unknown,agpgart: AGP aperture is 64M @ 0xf4000000,E_UNKNOWN,Unknown Template,Normal
95,Jun,9,06:06:22,info,sdpd[1681],Unknown,sdpd v1.5 started ,E_UNKNOWN,Unknown Template,Normal
96,Jun,9,06:06:17,info,network,Unknown,Bringing up loopback interface:  succeeded ,E_UNKNOWN,Unknown Template,Normal
97,Jun,9,06:06:22,info,kernel,Unknown,"Serial: 8250/16550 driver $Revision: 1.90 $ 8 ports, IRQ sharing enabled",E_UNKNOWN,Unknown Template,Normal
98,Jun,9,06:06:22,info,kernel,Unknown,ttyS0 at I/O 0x3f8 (irq = 4) is a 16550A,E_UNKNOWN,Unknown Template,Normal
99,Jun,9,06:06:22,info,kernel,Unknown,ttyS1 at I/O 0x2f8 (irq = 3) is a 16550A,E_UNKNOWN,Unknown Template,Normal
100,Jun,9,06:06:22,info,kernel,Unknown,RAMDISK driver initialized: 16 RAM disks of 16384K size 1024 blocksize,E_UNKNOWN,Unknown Template,Normal
101,Jun,9,06:06:22,info,kernel,Unknown,Uniform Multi-Platform E-IDE driver Revision: 7.00alpha2,E_UNKNOWN,Unknown Template,Normal
102,Jun,9,06:06:23,info,netfs,Unknown,Mounting other filesystems:  succeeded,E_UNKNOWN,Unknown Template,Normal
103,Jun,9,06:06:23,info,kernel,Unknown,ide: Assuming 33MHz system bus speed for PIO modes; override with idebus=xx,E_UNKNOWN,Unknown Template,Normal
104,Jun,9,06:06:23,info,kernel,Unknown,ICH: IDE controller at PCI slot 0000:00:1f.1,E_UNKNOWN,Unknown Template,Normal
105,Jun,9,06:06:23,info,apmd[1717],Unknown,"Version 3.0.2 (APM BIOS 1.2, Linux driver 1.16ac)",E_UNKNOWN,Unknown Template,Normal
106,Jun,9,06:06:23,info,apmd,Unknown,apmd startup succeeded,E_UNKNOWN,Unknown Template,Normal
107,Jun,9,06:06:23,info,kernel,Unknown,ICH: chipset revision 2,E_UNKNOWN,Unknown Template,Normal
108,Jun,9,06:06:23,info,kernel,Unknown,ICH: not 100%% native mode: will probe irqs later,E_UNKNOWN,Unknown Template,Normal
109,Jun,9,06:06:23,info,kernel,Unknown,"ide0: BM-DMA at 0xffa0-0xffa7, BIOS settings: hda:DMA, hdb:pio",E_UNKNOWN,Unknown Template,Normal
110,Jun,9,06:06:24,info,autofs,Unknown,automount startup succeeded,E_UNKNOWN,Unknown Template,Normal
111,Jun,9,06:06:24,info,kernel,Unknown,"ide1: BM-DMA at 0xffa8-0xffaf, BIOS settings: hdc:DMA, hdd:pio",E_UNKNOWN,Unknown Template,Normal
112,Jun,9,06:06:24,info,kernel,Unknown,"hda: IBM-DTLA-307015, ATA DISK drive",E_UNKNOWN,Unknown Template,Normal
113,Jun,9,06:06:24,info,smartd[1755],Unknown,smartd version 5.21 Copyright (C) 2002-3 Bruce Allen ,E_UNKNOWN,Unknown Template,Normal
114,Jun,9,06:06:24,info,kernel,Unknown,Using cfq io scheduler,E_UNKNOWN,Unknown Template,Normal
115,Jun,9,06:06:24,info,smartd[1755],Unknown,Home page is http://smartmontools.sourceforge.net/  ,E_UNKNOWN,Unknown Template,Normal
116,Jun,9,06:06:24,info,kernel,Unknown,"ide0 at 0x1f0-0x1f7,0x3f6 on irq 14",E_UNKNOWN,Unknown Template,Normal
117,Jun,9,06:06:24,info,smartd[1755],Unknown,Opened configuration file /etc/smartd.conf ,E_UNKNOWN,Unknown Template,Normal
118,Jun,9,06:06:24,info,kernel,Unknown,"hdc: SAMSUNG CD-ROM SN-124, ATAPI CD/DVD-ROM drive",E_UNKNOWN,Unknown Template,Normal
119,Jun,9,06:06:24,info,smartd[1755],Unknown,Configuration file /etc/smartd.conf parsed. ,E_UNKNOWN,Unknown Template,Normal
120,Jun,9,06:06:24,info,kernel,Unknown,hdc: Disabling (U)DMA for SAMSUNG CD-ROM SN-124 (blacklisted),E_UNKNOWN,Unknown Template,Normal
121,Jun,9,06:06:24,info,smartd[1755],Unknown,"Device: /dev/hda, opened ",E_UNKNOWN,Unknown Template,Normal
122,Jun,9,06:06:24,info,kernel,Unknown,"ide1 at 0x170-0x177,0x376 on irq 15",E_UNKNOWN,Unknown Template,Normal
123,Jun,9,06:06:24,info,apmd[1717],Unknown,Charge: * * * (-1% unknown),E_UNKNOWN,Unknown Template,Normal
124,Jun,9,06:06:24,info,smartd[1755],Unknown,"Device: /dev/hda, found in smartd database. ",E_UNKNOWN,Unknown Template,Normal
125,Jun,9,06:06:24,info,kernel,Unknown,hda: max request size: 128KiB,E_UNKNOWN,Unknown Template,Normal
126,Jun,9,06:06:24,info,smartd[1755],Unknown,"Device: /dev/hda, is SMART capable. Adding to ""monitor"" list. ",E_UNKNOWN,Unknown Template,Normal
127,Jun,9,06:06:24,info,kernel,Unknown,"hda: 29336832 sectors (15020 MB) w/1916KiB Cache, CHS=29104/16/63, UDMA(66)",E_UNKNOWN,Unknown Template,Normal
128,Jun,9,06:06:24,info,smartd[1755],Unknown,Monitoring 1 ATA and 0 SCSI devices ,E_UNKNOWN,Unknown Template,Normal
129,Jun,9,06:06:24,info,kernel,Unknown,hda: hda1 hda2 hda3,E_UNKNOWN,Unknown Template,Normal
130,Jun,9,06:06:24,info,smartd[1757],Unknown,smartd has fork()ed into background mode. New PID=1757. ,E_UNKNOWN,Unknown Template,Normal
131,Jun,9,06:06:24,info,smartd,Unknown,smartd startup succeeded,E_UNKNOWN,Unknown Template,Normal
132,Jun,9,06:06:24,info,kernel,Unknown,"hdc: ATAPI 24X CD-ROM drive, 128kB Cache",E_UNKNOWN,Unknown Template,Normal
133,Jun,9,06:06:24,info,kernel,Unknown,Uniform CD-ROM driver Revision: 3.20,E_UNKNOWN,Unknown Template,Normal
134,Jun,9,06:06:24,info,kernel,Unknown,ide-floppy driver 0.99.newide,E_UNKNOWN,Unknown Template,Normal
135,Jun,9,06:06:24,info,kernel,Unknown,usbcore: registered new driver hiddev,E_UNKNOWN,Unknown Template,Normal
136,Jun,9,06:06:24,info,kernel,Unknown,usbcore: registered new driver hid,E_UNKNOWN,Unknown Template,Normal
137,Jun,9,06:06:24,info,kernel,Unknown,drivers/usb/input/hid-core.c: v2.0:USB HID core driver,E_UNKNOWN,Unknown Template,Normal
138,Jun,9,06:06:25,info,kernel,Unknown,mice: PS/2 mouse device common for all mice,E_UNKNOWN,Unknown Template,Normal
139,Jun,9,06:06:25,info,kernel,Unknown,"serio: i8042 AUX port at 0x60,0x64 irq 12",E_UNKNOWN,Unknown Template,Normal
140,Jun,9,06:06:25,info,kernel,Unknown,input: ImPS/2 Logitech Wheel Mouse on isa0060/serio1,E_UNKNOWN,Unknown Template,Normal
141,Jun,9,06:06:25,info,kernel,Unknown,"serio: i8042 KBD port at 0x60,0x64 irq 1",E_UNKNOWN,Unknown Template,Normal
142,Jun,9,06:06:25,info,kernel,Unknown,input: AT Translated Set 2 keyboard on isa0060/serio0,E_UNKNOWN,Unknown Template,Normal
143,Jun,9,06:06:25,info,kernel,Unknown,"md: md driver 0.90.0 MAX_MD_DEVS=256, MD_SB_DISKS=27",E_UNKNOWN,Unknown Template,Normal
144,Jun,9,06:06:25,info,kernel,Unknown,NET: Registered protocol family 2,E_UNKNOWN,Unknown Template,Normal
145,Jun,9,06:06:25,info,kernel,Unknown,"IP: routing cache hash table of 512 buckets, 4Kbytes",E_UNKNOWN,Unknown Template,Normal
146,Jun,9,06:06:26,info,kernel,Unknown,TCP: Hash tables configured (established 8192 bind 16384),E_UNKNOWN,Unknown Template,Normal
147,Jun,9,06:06:26,info,kernel,Unknown,Initializing IPsec netlink socket,E_UNKNOWN,Unknown Template,Normal
148,Jun,9,06:06:26,info,kernel,Unknown,NET: Registered protocol family 1,E_UNKNOWN,Unknown Template,Normal
149,Jun,9,06:06:26,info,kernel,Unknown,NET: Registered protocol family 17,E_UNKNOWN,Unknown Template,Normal
150,Jun,9,06:06:26,info,kernel,Unknown,checking if image is initramfs...it isn't (no cpio magic); looks like an initrd,E_UNKNOWN,Unknown Template,Normal
151,Jun,9,06:06:26,info,kernel,Unknown,Freeing initrd memory: 186k freed,E_UNKNOWN,Unknown Template,Normal
152,Jun,9,06:06:26,info,kernel,Unknown,md: Autodetecting RAID arrays.,E_UNKNOWN,Unknown Template,Normal
153,Jun,9,06:06:26,info,kernel,Unknown,md: autorun ...,E_UNKNOWN,Unknown Template,Normal
154,Jun,9,06:06:26,info,kernel,Unknown,md: ... autorun DONE.,E_UNKNOWN,Unknown Template,Normal
155,Jun,9,06:06:26,info,kernel,Unknown,RAMDISK: Compressed image found at block 0,E_UNKNOWN,Unknown Template,Normal
156,Jun,9,06:06:26,info,rc,Unknown,Starting hpoj:  succeeded,E_UNKNOWN,Unknown Template,Normal
157,Jun,9,06:06:26,info,kernel,Unknown,VFS: Mounted root (ext2 filesystem).,E_UNKNOWN,Unknown Template,Normal
158,Jun,9,06:06:26,info,kernel,Unknown,EXT3-fs: INFO: recovery required on readonly filesystem.,E_UNKNOWN,Unknown Template,Normal
159,Jun,9,06:06:26,info,kernel,Unknown,EXT3-fs: write access will be enabled during recovery.,E_UNKNOWN,Unknown Template,Normal
160,Jun,9,06:06:26,info,kernel,Unknown,kjournald starting.  Commit interval 5 seconds,E_UNKNOWN,Unknown Template,Normal
161,Jun,9,06:06:26,info,kernel,Unknown,EXT3-fs: hda2: orphan cleanup on readonly fs,E_UNKNOWN,Unknown Template,Normal
162,Jun,9,06:06:27,info,kernel,Unknown,EXT3-fs: hda2: 4 orphan inodes deleted,E_UNKNOWN,Unknown Template,Normal
163,Jun,9,06:06:27,info,kernel,Unknown,EXT3-fs: recovery complete.,E_UNKNOWN,Unknown Template,Normal
164,Jun,9,06:06:27,info,kernel,Unknown,EXT3-fs: mounted filesystem with ordered data mode.,E_UNKNOWN,Unknown Template,Normal
165,Jun,9,06:06:27,info,kernel,Unknown,Freeing unused kernel memory: 144k freed,E_UNKNOWN,Unknown Template,Normal
166,Jun,9,06:06:27,info,kernel,Unknown,SELinux:  Disabled at runtime.,E_UNKNOWN,Unknown Template,Normal
167,Jun,9,06:06:28,info,kernel,Unknown,SELinux:  Unregistering netfilter hooks,E_UNKNOWN,Unknown Template,Normal
168,Jun,9,06:06:28,info,kernel,Unknown,NET: Registered protocol family 10,E_UNKNOWN,Unknown Template,Normal
169,Jun,9,06:06:28,info,kernel,Unknown,Disabled Privacy Extensions on device 022db720(lo),E_UNKNOWN,Unknown Template,Normal
170,Jun,9,06:06:28,info,kernel,Unknown,IPv6 over IPv4 tunneling driver,E_UNKNOWN,Unknown Template,Normal
171,Jun,9,06:06:28,info,kernel,Unknown,USB Universal Host Controller Interface driver v2.2,E_UNKNOWN,Unknown Template,Normal
172,Jun,9,06:06:28,info,kernel,Unknown,PCI: Found IRQ 11 for device 0000:00:1f.2,E_UNKNOWN,Unknown Template,Normal
173,Jun,9,06:06:29,info,kernel,Unknown,uhci_hcd 0000:00:1f.2: UHCI Host Controller,E_UNKNOWN,Unknown Template,Normal
174,Jun,9,06:06:29,info,kernel,Unknown,"uhci_hcd 0000:00:1f.2: irq 11, io base 0000ff80",E_UNKNOWN,Unknown Template,Normal
175,Jun,9,06:06:29,info,kernel,Unknown,"uhci_hcd 0000:00:1f.2: new USB bus registered, assigned bus number 1",E_UNKNOWN,Unknown Template,Normal
176,Jun,9,06:06:29,info,kernel,Unknown,hub 1-0:1.0: USB hub found,E_UNKNOWN,Unknown Template,Normal
177,Jun,9,06:06:29,info,kernel,Unknown,hub 1-0:1.0: 2 ports detected,E_UNKNOWN,Unknown Template,Normal
178,Jun,9,06:06:29,info,kernel,Unknown,"EXT3 FS on hda2, internal journal",E_UNKNOWN,Unknown Template,Normal
179,Jun,9,06:06:30,info,kernel,Unknown,device-mapper: 4.1.0-ioctl (2003-12-10) initialised: dm@uk.sistina.com,E_UNKNOWN,Unknown Template,Normal
180,Jun,9,06:06:30,info,kernel,Unknown,cdrom: open failed.,E_UNKNOWN,Unknown Template,Anomaly
181,Jun,9,06:06:30,info,kernel,Unknown,Adding 262072k swap on /dev/hda3.  Priority:-1 extents:1,E_UNKNOWN,Unknown Template,Normal
182,Jun,9,06:06:30,info,kernel,Unknown,kjournald starting.  Commit interval 5 seconds,E_UNKNOWN,Unknown Template,Normal
183,Jun,9,06:06:30,info,kernel,Unknown,"EXT3 FS on hda1, internal journal",E_UNKNOWN,Unknown Template,Normal
184,Jun,9,06:06:31,info,kernel,Unknown,EXT3-fs: mounted filesystem with ordered data mode.,E_UNKNOWN,Unknown Template,Normal
185,Jun,9,06:06:31,info,kernel,Unknown,IA-32 Microcode Update Driver: v1.13 <tigran@veritas.com>,E_UNKNOWN,Unknown Template,Normal
186,Jun,9,06:06:31,info,kernel,Unknown,microcode: CPU0 already at revision 0x8 (current=0x8),E_UNKNOWN,Unknown Template,Normal
187,Jun,9,06:06:31,info,kernel,Unknown,microcode: No suitable data for cpu 0,E_UNKNOWN,Unknown Template,Normal
188,Jun,9,06:06:31,info,kernel,Unknown,"parport0: PC-style at 0x378 (0x778) [PCSPP,TRISTATE,EPP]",E_UNKNOWN,Unknown Template,Normal
189,Jun,9,06:06:31,info,kernel,Unknown,parport0: irq 7 detected,E_UNKNOWN,Unknown Template,Normal
190,Jun,9,06:06:31,info,kernel,Unknown,SCSI subsystem initialized,E_UNKNOWN,Unknown Template,Normal
191,Jun,9,06:06:32,info,kernel,Unknown,inserting floppy driver for 2.6.5-1.358,E_UNKNOWN,Unknown Template,Normal
192,Jun,9,06:06:32,info,kernel,Unknown,Floppy drive(s): fd0 is 1.44M,E_UNKNOWN,Unknown Template,Normal
193,Jun,9,06:06:32,info,kernel,Unknown,FDC 0 is a National Semiconductor PC87306,E_UNKNOWN,Unknown Template,Normal
194,Jun,9,06:06:33,info,kernel,Unknown,PCI: Found IRQ 5 for device 0000:01:0c.0,E_UNKNOWN,Unknown Template,Normal
195,Jun,9,06:06:33,info,kernel,Unknown,3c59x: Donald Becker and others. www.scyld.com/network/vortex.html,E_UNKNOWN,Unknown Template,Normal
196,Jun,9,06:06:34,info,kernel,Unknown,0000:01:0c.0: 3Com PCI 3c905C Tornado at 0xec80. Vers LK1.1.19,E_UNKNOWN,Unknown Template,Normal
197,Jun,9,06:06:34,info,kernel,Unknown,ip_tables: (C) 2000-2002 Netfilter core team,E_UNKNOWN,Unknown Template,Normal
198,Jun,9,06:06:34,info,kernel,Unknown,PCI: Found IRQ 5 for device 0000:01:0c.0,E_UNKNOWN,Unknown Template,Normal
199,Jun,9,06:06:34,info,kernel,Unknown,3c59x: Donald Becker and others. www.scyld.com/network/vortex.html,E_UNKNOWN,Unknown Template,Normal
200,Jun,9,06:06:34,info,kernel,Unknown,0000:01:0c.0: 3Com PCI 3c905C Tornado at 0xec80. Vers LK1.1.19,E_UNKNOWN,Unknown Template,Normal
201,Jun,9,06:06:34,info,kernel,Unknown,ip_tables: (C) 2000-2002 Netfilter core team,E_UNKNOWN,Unknown Template,Normal
202,Jun,9,06:06:34,info,kernel,Unknown,process `syslogd' is using obsolete setsockopt SO_BSDCOMPAT,E_UNKNOWN,Unknown Template,Normal
203,Jun,9,06:06:34,info,kernel,Unknown,Bluetooth: Core ver 2.4,E_UNKNOWN,Unknown Template,Normal
204,Jun,9,06:06:34,info,kernel,Unknown,NET: Registered protocol family 31,E_UNKNOWN,Unknown Template,Normal
205,Jun,9,06:06:34,info,kernel,Unknown,Bluetooth: HCI device and connection manager initialized,E_UNKNOWN,Unknown Template,Normal
