LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate
41,Jun,15,12:13:20,info,sshd(pam_unix)[23416],23416,check pass; user unknown,E43,check pass; user unknown
42,Jun,15,12:13:20,info,sshd(pam_unix)[23416],23416,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4 ,E15,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4 
43,Jun,15,14:53:32,info,sshd(pam_unix)[23661],23661,check pass; user unknown,E43,check pass; user unknown
44,Jun,15,14:53:32,info,sshd(pam_unix)[23661],23661,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com ,E4,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com 
45,Jun,15,14:53:32,info,sshd(pam_unix)[23663],23663,check pass; user unknown,E43,check pass; user unknown
46,Jun,15,14:53:32,info,sshd(pam_unix)[23663],23663,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com ,E4,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com 
47,Jun,15,14:53:32,info,sshd(pam_unix)[23664],23664,check pass; user unknown,E43,check pass; user unknown
48,Jun,15,14:53:32,info,sshd(pam_unix)[23664],23664,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com ,E4,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com 
49,Jun,15,14:53:33,info,sshd(pam_unix)[23665],23665,check pass; user unknown,E43,check pass; user unknown
50,Jun,15,14:53:33,info,sshd(pam_unix)[23665],23665,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com ,E4,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com 
51,Jun,15,14:53:34,info,sshd(pam_unix)[23669],23669,check pass; user unknown,E43,check pass; user unknown
52,Jun,15,14:53:34,info,sshd(pam_unix)[23669],23669,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com ,E4,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com 
53,Jun,15,14:53:35,info,sshd(pam_unix)[23671],23671,check pass; user unknown,E43,check pass; user unknown
54,Jun,15,14:53:35,info,sshd(pam_unix)[23671],23671,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com ,E4,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com 
55,Jun,15,14:53:35,info,sshd(pam_unix)[23673],23673,check pass; user unknown,E43,check pass; user unknown
56,Jun,15,14:53:35,info,sshd(pam_unix)[23673],23673,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com ,E4,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com 
57,Jun,15,14:53:35,info,sshd(pam_unix)[23674],23674,check pass; user unknown,E43,check pass; user unknown
58,Jun,15,14:53:35,info,sshd(pam_unix)[23674],23674,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com ,E4,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com 
59,Jun,15,14:53:36,info,sshd(pam_unix)[23678],23678,check pass; user unknown,E43,check pass; user unknown
60,Jun,15,14:53:36,info,sshd(pam_unix)[23678],23678,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com ,E4,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com 
61,Jun,15,14:53:36,info,sshd(pam_unix)[23677],23677,check pass; user unknown,E43,check pass; user unknown
62,Jun,15,14:53:36,info,sshd(pam_unix)[23677],23677,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com ,E4,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com 
63,Jun,15,20:05:31,info,sshd(pam_unix)[24138],24138,check pass; user unknown,E43,check pass; user unknown
64,Jun,15,20:05:31,info,sshd(pam_unix)[24138],24138,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net ,E32,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net 
65,Jun,15,20:05:31,info,sshd(pam_unix)[24137],24137,check pass; user unknown,E43,check pass; user unknown
66,Jun,15,20:05:31,info,sshd(pam_unix)[24137],24137,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net ,E32,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net 
67,Jun,15,20:05:31,info,sshd(pam_unix)[24141],24141,check pass; user unknown,E43,check pass; user unknown
68,Jun,15,20:05:31,info,sshd(pam_unix)[24141],24141,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net ,E32,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net 
69,Jun,15,20:05:31,info,sshd(pam_unix)[24140],24140,check pass; user unknown,E43,check pass; user unknown
70,Jun,15,20:05:31,info,sshd(pam_unix)[24140],24140,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net ,E32,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net 
71,Jun,15,20:05:31,info,sshd(pam_unix)[24139],24139,check pass; user unknown,E43,check pass; user unknown
72,Jun,15,20:05:31,info,sshd(pam_unix)[24139],24139,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net ,E32,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net 
73,Jun,16,04:10:22,info,su(pam_unix)[25178],25178,session opened for user cyrus by (uid=0),E_UNKNOWN,Unknown Template
74,Jun,16,04:10:23,info,su(pam_unix)[25178],25178,session closed for user cyrus,E17,session closed for user cyrus
75,Jun,16,04:10:24,info,logrotate,1,ALERT exited abnormally with [1],E_UNKNOWN,Unknown Template
76,Jun,16,04:16:17,info,su(pam_unix)[25548],25548,session opened for user news by (uid=0),E_UNKNOWN,Unknown Template
77,Jun,16,04:16:18,info,su(pam_unix)[25548],25548,session closed for user news,E31,session closed for user news
78,Jun,17,04:03:33,info,su(pam_unix)[27953],27953,session opened for user cyrus by (uid=0),E_UNKNOWN,Unknown Template
79,Jun,17,04:03:34,info,su(pam_unix)[27953],27953,session closed for user cyrus,E17,session closed for user cyrus
80,Jun,17,04:03:36,info,logrotate,1,ALERT exited abnormally with [1],E_UNKNOWN,Unknown Template
81,Jun,17,04:09:43,info,su(pam_unix)[29190],29190,session opened for user news by (uid=0),E_UNKNOWN,Unknown Template
82,Jun,17,04:09:45,info,su(pam_unix)[29190],29190,session closed for user news,E31,session closed for user news
83,Jun,17,07:07:00,info,ftpd[29504],29504,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005 ,E_UNKNOWN,Unknown Template
84,Jun,17,07:07:00,info,ftpd[29508],29508,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005 ,E_UNKNOWN,Unknown Template
85,Jun,17,07:07:00,info,ftpd[29507],29507,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005 ,E_UNKNOWN,Unknown Template
86,Jun,17,07:07:00,info,ftpd[29505],29505,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005 ,E_UNKNOWN,Unknown Template
87,Jun,17,07:07:00,info,ftpd[29506],29506,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005 ,E_UNKNOWN,Unknown Template
88,Jun,17,07:07:00,info,ftpd[29509],29509,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005 ,E_UNKNOWN,Unknown Template
89,Jun,17,07:07:02,info,ftpd[29510],29510,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:02 2005 ,E_UNKNOWN,Unknown Template
90,Jun,17,07:07:04,info,ftpd[29511],29511,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:04 2005 ,E_UNKNOWN,Unknown Template
91,Jun,17,19:43:13,info,sshd(pam_unix)[30565],30565,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.46.224.253  user=guest,E10,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.46.224.253  user=guest
92,Jun,17,20:29:26,info,sshd(pam_unix)[30631],30631,session opened for user test by (uid=509),E_UNKNOWN,Unknown Template
93,Jun,17,20:34:57,info,sshd(pam_unix)[30631],30631,session closed for user test,E52,session closed for user test
94,Jun,17,20:55:06,info,ftpd[30755],30755,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005 ,E_UNKNOWN,Unknown Template
95,Jun,17,20:55:06,info,ftpd[30754],30754,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005 ,E_UNKNOWN,Unknown Template
96,Jun,17,20:55:06,info,ftpd[30753],30753,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005 ,E_UNKNOWN,Unknown Template
97,Jun,17,20:55:06,info,ftpd[30756],30756,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005 ,E_UNKNOWN,Unknown Template
98,Jun,17,20:55:06,info,ftpd[30757],30757,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005 ,E_UNKNOWN,Unknown Template
99,Jun,17,20:55:07,info,ftpd[30758],30758,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:07 2005 ,E_UNKNOWN,Unknown Template
100,Jun,17,20:55:07,info,ftpd[30759],30759,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:07 2005 ,E_UNKNOWN,Unknown Template
101,Jun,18,01:30:59,info,sshd(pam_unix)[31201],31201,check pass; user unknown,E43,check pass; user unknown
102,Jun,18,01:30:59,info,sshd(pam_unix)[31201],31201,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net ,E50,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net 
103,Jun,18,01:30:59,info,sshd(pam_unix)[31199],31199,check pass; user unknown,E43,check pass; user unknown
104,Jun,18,01:30:59,info,sshd(pam_unix)[31199],31199,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net ,E50,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net 
105,Jun,18,01:30:59,info,sshd(pam_unix)[31198],31198,check pass; user unknown,E43,check pass; user unknown
106,Jun,18,01:30:59,info,sshd(pam_unix)[31198],31198,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net ,E50,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net 
107,Jun,18,01:30:59,info,sshd(pam_unix)[31202],31202,check pass; user unknown,E43,check pass; user unknown
108,Jun,18,01:30:59,info,sshd(pam_unix)[31202],31202,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net ,E50,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net 
109,Jun,18,01:30:59,info,sshd(pam_unix)[31205],31205,check pass; user unknown,E43,check pass; user unknown
110,Jun,18,01:30:59,info,sshd(pam_unix)[31205],31205,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net ,E50,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net 
111,Jun,18,01:30:59,info,sshd(pam_unix)[31200],31200,check pass; user unknown,E43,check pass; user unknown
112,Jun,18,01:30:59,info,sshd(pam_unix)[31200],31200,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net ,E50,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net 
113,Jun,18,01:30:59,info,sshd(pam_unix)[31206],31206,check pass; user unknown,E43,check pass; user unknown
114,Jun,18,01:30:59,info,sshd(pam_unix)[31206],31206,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net ,E50,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net 
115,Jun,18,01:30:59,info,sshd(pam_unix)[31204],31204,check pass; user unknown,E43,check pass; user unknown
116,Jun,18,01:30:59,info,sshd(pam_unix)[31204],31204,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net ,E50,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net 
117,Jun,18,01:30:59,info,sshd(pam_unix)[31203],31203,check pass; user unknown,E43,check pass; user unknown
118,Jun,18,01:30:59,info,sshd(pam_unix)[31203],31203,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net ,E50,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net 
119,Jun,18,01:30:59,info,sshd(pam_unix)[31207],31207,check pass; user unknown,E43,check pass; user unknown
120,Jun,18,01:30:59,info,sshd(pam_unix)[31207],31207,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net ,E50,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net 
121,Jun,18,02:08:10,info,ftpd[31272],31272,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005 ,E_UNKNOWN,Unknown Template
122,Jun,18,02:08:10,info,ftpd[31273],31273,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005 ,E_UNKNOWN,Unknown Template
123,Jun,18,02:08:10,info,ftpd[31274],31274,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005 ,E_UNKNOWN,Unknown Template
124,Jun,18,02:08:10,info,ftpd[31275],31275,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005 ,E_UNKNOWN,Unknown Template
125,Jun,18,02:08:10,info,ftpd[31276],31276,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005 ,E_UNKNOWN,Unknown Template
126,Jun,18,02:08:10,info,ftpd[31277],31277,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005 ,E_UNKNOWN,Unknown Template
127,Jun,18,02:08:10,info,ftpd[31278],31278,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005 ,E_UNKNOWN,Unknown Template
128,Jun,18,02:08:11,info,ftpd[31279],31279,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005 ,E_UNKNOWN,Unknown Template
129,Jun,18,02:08:11,info,ftpd[31280],31280,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005 ,E_UNKNOWN,Unknown Template
130,Jun,18,02:08:11,info,ftpd[31281],31281,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005 ,E_UNKNOWN,Unknown Template
131,Jun,18,02:08:11,info,ftpd[31282],31282,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005 ,E_UNKNOWN,Unknown Template
132,Jun,18,02:08:11,info,ftpd[31283],31283,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005 ,E_UNKNOWN,Unknown Template
133,Jun,18,02:08:12,info,ftpd[31284],31284,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:12 2005 ,E_UNKNOWN,Unknown Template
134,Jun,18,02:08:12,info,ftpd[31285],31285,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:12 2005 ,E_UNKNOWN,Unknown Template
135,Jun,18,02:08:12,info,ftpd[31286],31286,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:12 2005 ,E_UNKNOWN,Unknown Template
136,Jun,18,02:23:10,info,ftpd[31277],31277,User unknown timed out after 900 seconds at Sat Jun 18 02:23:10 2005 ,E_UNKNOWN,Unknown Template
137,Jun,18,04:07:05,info,su(pam_unix)[31791],31791,session opened for user cyrus by (uid=0),E_UNKNOWN,Unknown Template
138,Jun,18,04:07:06,info,su(pam_unix)[31791],31791,session closed for user cyrus,E17,session closed for user cyrus
139,Jun,18,04:07:06,info,logrotate,1,ALERT exited abnormally with [1],E_UNKNOWN,Unknown Template
140,Jun,18,04:12:42,info,su(pam_unix)[32164],32164,session opened for user news by (uid=0),E_UNKNOWN,Unknown Template
141,Jun,18,04:12:43,info,su(pam_unix)[32164],32164,session closed for user news,E31,session closed for user news
142,Jun,19,04:08:55,info,su(pam_unix)[2192],2192,session opened for user cyrus by (uid=0),E_UNKNOWN,Unknown Template
143,Jun,19,04:08:55,info,su(pam_unix)[2192],2192,session closed for user cyrus,E17,session closed for user cyrus
144,Jun,19,04:08:57,info,cups,Unknown,cupsd shutdown succeeded,E_UNKNOWN,Unknown Template
